DateTime,Temp_C,Intensity
12/20/18 05:15:00 PM,6.064,0.0
12/20/18 05:30:00 PM,6.064,0.0
12/20/18 05:45:00 PM,6.064,0.0
12/20/18 06:00:00 PM,6.064,0.0
12/20/18 06:15:00 PM,6.064,0.0
12/20/18 06:30:00 PM,6.064,0.0
12/20/18 06:45:00 PM,6.064,0.0
12/20/18 07:00:00 PM,6.064,0.0
12/20/18 07:15:00 PM,6.064,0.0
12/20/18 07:30:00 PM,6.064,0.0
12/20/18 07:45:00 PM,6.064,0.0
12/20/18 08:00:00 PM,6.268,0.0
12/20/18 08:15:00 PM,6.268,0.0
12/20/18 08:30:00 PM,6.268,0.0
12/20/18 08:45:00 PM,6.268,0.0
12/20/18 09:00:00 PM,6.370,0.0
12/20/18 09:15:00 PM,6.370,0.0
12/20/18 09:30:00 PM,6.370,0.0
12/20/18 09:45:00 PM,6.471,0.0
12/20/18 10:00:00 PM,6.370,0.0
12/20/18 10:15:00 PM,6.573,0.0
12/20/18 10:30:00 PM,6.471,0.0
12/20/18 10:45:00 PM,6.573,0.0
12/20/18 11:00:00 PM,6.573,0.0
12/20/18 11:15:00 PM,6.268,0.0
12/20/18 11:30:00 PM,6.370,0.0
12/20/18 11:45:00 PM,6.370,0.0
12/21/18 12:00:00 AM,6.268,0.0
12/21/18 12:15:00 AM,6.268,0.0
12/21/18 12:30:00 AM,6.268,0.0
12/21/18 12:45:00 AM,6.268,0.0
12/21/18 01:00:00 AM,6.370,0.0
12/21/18 01:15:00 AM,6.370,0.0
12/21/18 01:30:00 AM,6.370,0.0
12/21/18 01:45:00 AM,6.370,0.0
12/21/18 02:00:00 AM,6.268,0.0
12/21/18 02:15:00 AM,6.268,0.0
12/21/18 02:30:00 AM,6.268,0.0
12/21/18 02:45:00 AM,6.268,0.0
12/21/18 03:00:00 AM,6.166,0.0
12/21/18 03:15:00 AM,6.268,0.0
12/21/18 03:30:00 AM,6.268,0.0
12/21/18 03:45:00 AM,6.268,0.0
12/21/18 04:00:00 AM,6.268,0.0
12/21/18 04:15:00 AM,6.268,0.0
12/21/18 04:30:00 AM,6.268,0.0
12/21/18 04:45:00 AM,6.268,0.0
12/21/18 05:00:00 AM,6.268,0.0
12/21/18 05:15:00 AM,6.268,0.0
12/21/18 05:30:00 AM,6.268,0.0
12/21/18 05:45:00 AM,6.268,0.0
12/21/18 06:00:00 AM,6.268,0.0
12/21/18 06:15:00 AM,6.268,0.0
12/21/18 06:30:00 AM,6.268,0.0
12/21/18 06:45:00 AM,6.268,0.0
12/21/18 07:00:00 AM,6.370,0.0
12/21/18 07:15:00 AM,6.370,0.0
12/21/18 07:30:00 AM,6.370,43.1
12/21/18 07:45:00 AM,6.370,172.2
12/21/18 08:00:00 AM,6.471,107.6
12/21/18 08:15:00 AM,6.471,150.7
12/21/18 08:30:00 AM,6.471,129.2
12/21/18 08:45:00 AM,6.471,258.3
12/21/18 09:00:00 AM,6.471,139.9
12/21/18 09:15:00 AM,6.573,172.2
12/21/18 09:30:00 AM,6.573,215.3
12/21/18 09:45:00 AM,6.573,129.2
12/21/18 10:00:00 AM,6.573,107.6
12/21/18 10:15:00 AM,6.573,409.0
12/21/18 10:30:00 AM,6.573,290.6
12/21/18 10:45:00 AM,6.674,183.0
12/21/18 11:00:00 AM,6.674,409.0
12/21/18 11:15:00 AM,6.674,387.5
12/21/18 11:30:00 AM,6.674,366.0
12/21/18 11:45:00 AM,6.674,656.6
12/21/18 12:00:00 PM,6.775,301.4
12/21/18 12:15:00 PM,6.775,398.3
12/21/18 12:30:00 PM,6.674,473.6
12/21/18 12:45:00 PM,6.775,355.2
12/21/18 01:00:00 PM,6.775,398.3
12/21/18 01:15:00 PM,6.877,301.4
12/21/18 01:30:00 PM,6.877,258.3
12/21/18 01:45:00 PM,6.877,366.0
12/21/18 02:00:00 PM,6.877,226.0
12/21/18 02:15:00 PM,6.877,452.1
12/21/18 02:30:00 PM,6.877,419.8
12/21/18 02:45:00 PM,6.877,258.3
12/21/18 03:00:00 PM,6.877,172.2
12/21/18 03:15:00 PM,6.877,301.4
12/21/18 03:30:00 PM,6.877,53.8
12/21/18 03:45:00 PM,6.877,10.8
12/21/18 04:00:00 PM,6.978,43.1
12/21/18 04:15:00 PM,6.978,0.0
12/21/18 04:30:00 PM,6.978,0.0
12/21/18 04:45:00 PM,6.978,0.0
12/21/18 05:00:00 PM,7.079,0.0
12/21/18 05:15:00 PM,7.079,0.0
12/21/18 05:30:00 PM,7.079,0.0
12/21/18 05:45:00 PM,7.079,0.0
12/21/18 06:00:00 PM,7.079,0.0
12/21/18 06:15:00 PM,7.079,0.0
12/21/18 06:30:00 PM,7.079,0.0
12/21/18 06:45:00 PM,7.079,0.0
12/21/18 07:00:00 PM,7.079,0.0
12/21/18 07:15:00 PM,7.079,0.0
12/21/18 07:30:00 PM,7.079,0.0
12/21/18 07:45:00 PM,7.079,0.0
12/21/18 08:00:00 PM,7.179,0.0
12/21/18 08:15:00 PM,7.179,0.0
12/21/18 08:30:00 PM,7.079,0.0
12/21/18 08:45:00 PM,7.179,0.0
12/21/18 09:00:00 PM,7.179,0.0
12/21/18 09:15:00 PM,7.179,0.0
12/21/18 09:30:00 PM,7.179,0.0
12/21/18 09:45:00 PM,7.179,0.0
12/21/18 10:00:00 PM,7.179,0.0
12/21/18 10:15:00 PM,7.280,0.0
12/21/18 10:30:00 PM,7.280,0.0
12/21/18 10:45:00 PM,7.179,0.0
12/21/18 11:00:00 PM,7.280,0.0
12/21/18 11:15:00 PM,7.280,0.0
12/21/18 11:30:00 PM,7.280,0.0
12/21/18 11:45:00 PM,7.280,0.0
12/22/18 12:00:00 AM,7.381,0.0
12/22/18 12:15:00 AM,7.381,0.0
12/22/18 12:30:00 AM,7.280,0.0
12/22/18 12:45:00 AM,7.280,0.0
12/22/18 01:00:00 AM,7.381,0.0
12/22/18 01:15:00 AM,7.381,0.0
12/22/18 01:30:00 AM,7.381,0.0
12/22/18 01:45:00 AM,7.280,0.0
12/22/18 02:00:00 AM,7.280,0.0
