DateTime,dswrf,uswrf
'28-Jun-2017 13:30:00',733.1875,96.3125
'28-Jun-2017 16:30:00',1001.5,113.8125
'28-Jun-2017 19:30:00',821.5,102.3125
'28-Jun-2017 22:30:00',314.25,66.9375
'29-Jun-2017 01:30:00',1.75,1.0625
'29-Jun-2017 04:30:00',0,0
'29-Jun-2017 07:30:00',0,0
'29-Jun-2017 10:30:00',179.5625,43
'29-Jun-2017 13:30:00',353.5,45.8125
'29-Jun-2017 16:30:00',690.5,78.9375
'29-Jun-2017 19:30:00',759.375,94.4375
'29-Jun-2017 22:30:00',289.9375,59
'30-Jun-2017 01:30:00',1.6875,1
'30-Jun-2017 04:30:00',0,0
'30-Jun-2017 07:30:00',0,0
'30-Jun-2017 10:30:00',188.6875,46.25
'30-Jun-2017 13:30:00',687.625,91.625
'30-Jun-2017 16:30:00',925.375,107.25
'30-Jun-2017 19:30:00',771.75,97.75
'30-Jun-2017 22:30:00',293.5625,62.5
'01-Jul-2017 01:30:00',1.5625,0.9375
'01-Jul-2017 04:30:00',0,0
'01-Jul-2017 07:30:00',0,0
'01-Jul-2017 10:30:00',182.5625,44.5
'01-Jul-2017 13:30:00',688.3125,92.5
'01-Jul-2017 16:30:00',856.125,99.375
'01-Jul-2017 19:30:00',651.4375,81.75
'01-Jul-2017 22:30:00',235.5,51
'02-Jul-2017 01:30:00',1.5625,0.9375
'02-Jul-2017 04:30:00',0,0
'02-Jul-2017 07:30:00',0,0
'02-Jul-2017 10:30:00',185.9375,45.75
'02-Jul-2017 13:30:00',700.8125,94
'02-Jul-2017 16:30:00',974.375,112.4375
'02-Jul-2017 19:30:00',806.25,101.4375
'02-Jul-2017 22:30:00',308.6875,66.125
'03-Jul-2017 01:30:00',1.625,0.9375
'03-Jul-2017 04:30:00',0,0
'03-Jul-2017 07:30:00',0,0
'03-Jul-2017 10:30:00',187.1875,46.0625
'03-Jul-2017 13:30:00',704,93.625
'03-Jul-2017 16:30:00',963.0625,110.625
'03-Jul-2017 19:30:00',806.25,101.4375
'03-Jul-2017 22:30:00',309.4375,66.25
'04-Jul-2017 01:30:00',1.5625,0.9375
'04-Jul-2017 04:30:00',0,0
'04-Jul-2017 07:30:00',0,0
'04-Jul-2017 10:30:00',188.125,46.25
'04-Jul-2017 13:30:00',707.6875,94.6875
'04-Jul-2017 16:30:00',977,112.5625
'04-Jul-2017 19:30:00',806.5625,101.4375
'04-Jul-2017 22:30:00',307.6875,66
'05-Jul-2017 01:30:00',1.5625,0.9375
'05-Jul-2017 04:30:00',0,0
'05-Jul-2017 07:30:00',0,0
'05-Jul-2017 10:30:00',188,46.25
'05-Jul-2017 13:30:00',721.875,95.5625
'05-Jul-2017 16:30:00',994.375,113.4375
'05-Jul-2017 19:30:00',820.375,102.25
'05-Jul-2017 22:30:00',314.9375,67.125
'06-Jul-2017 01:30:00',1.625,0.9375
'06-Jul-2017 04:30:00',0,0
'06-Jul-2017 07:30:00',0,0
'06-Jul-2017 10:30:00',184.0625,45
'06-Jul-2017 13:30:00',688.1875,91.4375
'06-Jul-2017 16:30:00',821.6875,94.1875
'06-Jul-2017 19:30:00',710.3125,89.5
'06-Jul-2017 22:30:00',288.6875,61.0625
'07-Jul-2017 01:30:00',1.375,0.8125
'07-Jul-2017 04:30:00',0,0
'07-Jul-2017 07:30:00',0,0
'07-Jul-2017 10:30:00',43.9375,11.3125
'07-Jul-2017 13:30:00',233.1875,32.5
'07-Jul-2017 16:30:00',354.5625,41.8125
'07-Jul-2017 19:30:00',260.5625,33.375
'07-Jul-2017 22:30:00',118.5625,27.375
'08-Jul-2017 01:30:00',1,0.5625
'08-Jul-2017 04:30:00',0,0
'08-Jul-2017 07:30:00',0,0
'08-Jul-2017 10:30:00',178.125,44.3125
'08-Jul-2017 13:30:00',694.0625,93.8125
'08-Jul-2017 16:30:00',963.6875,111.875
'08-Jul-2017 19:30:00',795.75,100.8125
'08-Jul-2017 22:30:00',298.6875,64.1875
'09-Jul-2017 01:30:00',1.1875,0.6875
'09-Jul-2017 04:30:00',0,0
'09-Jul-2017 07:30:00',0,0
'09-Jul-2017 10:30:00',184.5,45.625
'09-Jul-2017 13:30:00',717.4375,95.3125
'09-Jul-2017 16:30:00',994.8125,113.4375
'09-Jul-2017 19:30:00',819.5625,102.1875
'09-Jul-2017 22:30:00',310.5625,66.5625
'10-Jul-2017 01:30:00',1.25,0.75
'10-Jul-2017 04:30:00',0,0
'10-Jul-2017 07:30:00',0,0
'10-Jul-2017 10:30:00',180.5,45
'10-Jul-2017 13:30:00',709.6875,94.8125
'10-Jul-2017 16:30:00',983.8125,112.875
'10-Jul-2017 19:30:00',812.5625,101.75
'10-Jul-2017 22:30:00',305.375,65.4375
'11-Jul-2017 01:30:00',1.125,0.6875
'11-Jul-2017 04:30:00',0,0
'11-Jul-2017 07:30:00',0,0
'11-Jul-2017 10:30:00',157.8125,37.75
'11-Jul-2017 13:30:00',563.3125,76.5625
'11-Jul-2017 16:30:00',840.5,97.5625
'11-Jul-2017 19:30:00',771.6875,97.6875
'11-Jul-2017 22:30:00',283.5625,60.125
'12-Jul-2017 01:30:00',1,0.625
'12-Jul-2017 04:30:00',0,0
'12-Jul-2017 07:30:00',0,0
'12-Jul-2017 10:30:00',170.4375,42.6875
'12-Jul-2017 13:30:00',666.9375,90.3125
'12-Jul-2017 16:30:00',889.5,104
'12-Jul-2017 19:30:00',704.375,90.0625
'12-Jul-2017 22:30:00',266.3125,56.875
'13-Jul-2017 01:30:00',0.875,0.5
'13-Jul-2017 04:30:00',0,0
'13-Jul-2017 07:30:00',0,0
'13-Jul-2017 10:30:00',153.5625,36.3125
'13-Jul-2017 13:30:00',647.3125,87.6875
'13-Jul-2017 16:30:00',650,76
'13-Jul-2017 19:30:00',545.625,69.5625
'13-Jul-2017 22:30:00',245.625,52
'14-Jul-2017 01:30:00',0.5,0.25
'14-Jul-2017 04:30:00',0,0
'14-Jul-2017 07:30:00',0,0
'14-Jul-2017 10:30:00',56.8125,14.0625
'14-Jul-2017 13:30:00',220.9375,30.25
'14-Jul-2017 16:30:00',256.125,30.6875
'14-Jul-2017 19:30:00',222.4375,28.875
'14-Jul-2017 22:30:00',104.1875,23.0625
'15-Jul-2017 01:30:00',0.375,0.1875
'15-Jul-2017 04:30:00',0,0
'15-Jul-2017 07:30:00',0,0
'15-Jul-2017 10:30:00',146.25,35.8125
'15-Jul-2017 13:30:00',583.75,79.25
'15-Jul-2017 16:30:00',778,90.875
'15-Jul-2017 19:30:00',788.1875,100.375
'15-Jul-2017 22:30:00',292.6875,64.125
'16-Jul-2017 01:30:00',0.8125,0.5
'16-Jul-2017 04:30:00',0,0
'16-Jul-2017 07:30:00',0,0
'16-Jul-2017 10:30:00',168.6875,42.875
'16-Jul-2017 13:30:00',690.5,93.5625
'16-Jul-2017 16:30:00',962,111.75
'16-Jul-2017 19:30:00',791.5625,100.5625
'16-Jul-2017 22:30:00',293.125,64.25
'17-Jul-2017 01:30:00',0.75,0.4375
'17-Jul-2017 04:30:00',0,0
'17-Jul-2017 07:30:00',0,0
'17-Jul-2017 10:30:00',158.5,38.875
'17-Jul-2017 13:30:00',655.25,87.625
'17-Jul-2017 16:30:00',899.0625,103.5
'17-Jul-2017 19:30:00',720.5,89.0625
'17-Jul-2017 22:30:00',270.625,57.25
'18-Jul-2017 01:30:00',0.625,0.375
'18-Jul-2017 04:30:00',0,0
'18-Jul-2017 07:30:00',0,0
'18-Jul-2017 10:30:00',162.25,41.375
'18-Jul-2017 13:30:00',680.8125,93
'18-Jul-2017 16:30:00',952.3125,111.25
'18-Jul-2017 19:30:00',785.875,100.25
'18-Jul-2017 22:30:00',288.3125,63.5625
'19-Jul-2017 01:30:00',0.5625,0.3125
'19-Jul-2017 04:30:00',0,0
'19-Jul-2017 07:30:00',0,0
'19-Jul-2017 10:30:00',161.25,41.5625
'19-Jul-2017 13:30:00',672.1875,92.4375
'19-Jul-2017 16:30:00',945.4375,110.875
'19-Jul-2017 19:30:00',783.125,100.0625
'19-Jul-2017 22:30:00',287.0625,63.375
'20-Jul-2017 01:30:00',0.5,0.3125
'20-Jul-2017 04:30:00',0,0
'20-Jul-2017 07:30:00',0,0
'20-Jul-2017 10:30:00',161.25,41.5625
'20-Jul-2017 13:30:00',678.125,92.4375
'20-Jul-2017 16:30:00',937.625,109.0625
'20-Jul-2017 19:30:00',758.5625,96.3125
'20-Jul-2017 22:30:00',270.9375,58.0625
'21-Jul-2017 01:30:00',0.375,0.1875
'21-Jul-2017 04:30:00',0,0
'21-Jul-2017 07:30:00',0,0
'21-Jul-2017 10:30:00',158.875,41.125
'21-Jul-2017 13:30:00',676.25,92.6875
'21-Jul-2017 16:30:00',955.8125,111.4375
'21-Jul-2017 19:30:00',789.625,100.4375
'21-Jul-2017 22:30:00',283.6875,62.25
'22-Jul-2017 01:30:00',0.3125,0.1875
'22-Jul-2017 04:30:00',0,0
'22-Jul-2017 07:30:00',0,0
'22-Jul-2017 10:30:00',159.125,40.75
'22-Jul-2017 13:30:00',663.25,89.125
'22-Jul-2017 16:30:00',953.0625,111.25
'22-Jul-2017 19:30:00',689.1875,87.0625
'22-Jul-2017 22:30:00',204.9375,44.875
'23-Jul-2017 01:30:00',0.1875,0.125
'23-Jul-2017 04:30:00',0,0
'23-Jul-2017 07:30:00',0,0
'23-Jul-2017 10:30:00',90,23.5625
'23-Jul-2017 13:30:00',208.1875,28.5625
'23-Jul-2017 16:30:00',466.75,54.875
'23-Jul-2017 19:30:00',593.125,76.4375
'23-Jul-2017 22:30:00',236.625,50
'24-Jul-2017 01:30:00',0.25,0.125
'24-Jul-2017 04:30:00',0,0
'24-Jul-2017 07:30:00',0,0
'24-Jul-2017 10:30:00',61.625,15.1875
'24-Jul-2017 13:30:00',154.5625,22.25
'24-Jul-2017 16:30:00',175.125,21.375
'24-Jul-2017 19:30:00',416.3125,53.3125
'24-Jul-2017 22:30:00',169.75,37.375
'25-Jul-2017 01:30:00',0.125,0.0625
'25-Jul-2017 04:30:00',0,0
'25-Jul-2017 07:30:00',0,0
'25-Jul-2017 10:30:00',60,15.9375
'25-Jul-2017 13:30:00',284.5625,38.9375
'25-Jul-2017 16:30:00',454.5625,53.125
'25-Jul-2017 19:30:00',396.0625,50.625
'25-Jul-2017 22:30:00',162.0625,36.3125
'26-Jul-2017 01:30:00',0.0625,0.0625
'26-Jul-2017 04:30:00',0,0
'26-Jul-2017 07:30:00',0,0
'26-Jul-2017 10:30:00',153.6875,40.3125
'26-Jul-2017 13:30:00',686.25,93.375
'26-Jul-2017 16:30:00',967.8125,112
'26-Jul-2017 19:30:00',794.9375,100.8125
'26-Jul-2017 22:30:00',281.625,62.75
'27-Jul-2017 01:30:00',0.0625,0.0625
'27-Jul-2017 04:30:00',0,0
'27-Jul-2017 07:30:00',0,0
'27-Jul-2017 10:30:00',141.3125,36.6875
'27-Jul-2017 13:30:00',517.1875,71.75
'27-Jul-2017 16:30:00',532.5,62.375
'27-Jul-2017 19:30:00',474.1875,60.5
'27-Jul-2017 22:30:00',146.125,32.875
'28-Jul-2017 01:30:00',0,0
'28-Jul-2017 04:30:00',0,0
'28-Jul-2017 07:30:00',0,0
'28-Jul-2017 10:30:00',146.3125,38.9375
'28-Jul-2017 13:30:00',667.1875,91.9375
'28-Jul-2017 16:30:00',919.125,106.75
'28-Jul-2017 19:30:00',746.375,94.8125
'28-Jul-2017 22:30:00',260.375,57.75
'29-Jul-2017 01:30:00',0,0
'29-Jul-2017 04:30:00',0,0
'29-Jul-2017 07:30:00',0,0
'29-Jul-2017 10:30:00',105.9375,26.6875
'29-Jul-2017 13:30:00',390,53.5625
'29-Jul-2017 16:30:00',456.9375,53.9375
'29-Jul-2017 19:30:00',337.625,43.625
'29-Jul-2017 22:30:00',189.625,43.0625
'30-Jul-2017 01:30:00',0,0
'30-Jul-2017 04:30:00',0,0
'30-Jul-2017 07:30:00',0,0
'30-Jul-2017 10:30:00',139.1875,35.3125
'30-Jul-2017 13:30:00',687.0625,93.5
'30-Jul-2017 16:30:00',969.0625,112
'30-Jul-2017 19:30:00',787.75,100.4375
'30-Jul-2017 22:30:00',268.0625,59.8125
'31-Jul-2017 01:30:00',0,0
'31-Jul-2017 04:30:00',0,0
'31-Jul-2017 07:30:00',0,0
'31-Jul-2017 10:30:00',128.9375,33.1875
'31-Jul-2017 13:30:00',676.375,92.8125
'31-Jul-2017 16:30:00',956,111.3125
'31-Jul-2017 19:30:00',777.625,99.875
'31-Jul-2017 22:30:00',263.8125,59.625
'01-Aug-2017 01:30:00',0,0
'01-Aug-2017 04:30:00',0,0
'01-Aug-2017 07:30:00',0,0
'01-Aug-2017 10:30:00',140.75,38.0625
'01-Aug-2017 13:30:00',661,91.8125
'01-Aug-2017 16:30:00',940.1875,110.5
'01-Aug-2017 19:30:00',768.1875,99.3125
'01-Aug-2017 22:30:00',259.125,58.875
'02-Aug-2017 01:30:00',0,0
'02-Aug-2017 04:30:00',0,0
'02-Aug-2017 07:30:00',0,0
'02-Aug-2017 10:30:00',135.0625,36.3125
'02-Aug-2017 13:30:00',572.125,77.5625
'02-Aug-2017 16:30:00',794.5,92.1875
'02-Aug-2017 19:30:00',650,83.125
'02-Aug-2017 22:30:00',237.75,53.25
'03-Aug-2017 01:30:00',0,0
'03-Aug-2017 04:30:00',0,0
'03-Aug-2017 07:30:00',0,0
'03-Aug-2017 10:30:00',119.25,31
'03-Aug-2017 13:30:00',624.5625,85.6875
'03-Aug-2017 16:30:00',928.875,109.875
'03-Aug-2017 19:30:00',755.0625,98.3125
'03-Aug-2017 22:30:00',248.9375,56.75
'04-Aug-2017 01:30:00',0,0
'04-Aug-2017 04:30:00',0,0
'04-Aug-2017 07:30:00',0,0
'04-Aug-2017 10:30:00',132.0625,36.125
'04-Aug-2017 13:30:00',647.4375,90.9375
'04-Aug-2017 16:30:00',924.5,109.6875
'04-Aug-2017 19:30:00',752.0625,98.4375
'04-Aug-2017 22:30:00',247.5,56.8125
'05-Aug-2017 01:30:00',0,0
'05-Aug-2017 04:30:00',0,0
'05-Aug-2017 07:30:00',0,0
'05-Aug-2017 10:30:00',106.0625,29.4375
'05-Aug-2017 13:30:00',475.375,67.9375
'05-Aug-2017 16:30:00',391.9375,47
'05-Aug-2017 19:30:00',462.875,60.875
'05-Aug-2017 22:30:00',244,56.25
'06-Aug-2017 01:30:00',0,0
'06-Aug-2017 04:30:00',0,0
'06-Aug-2017 07:30:00',0,0
'06-Aug-2017 10:30:00',135.6875,36.9375
'06-Aug-2017 13:30:00',664.75,91.5
'06-Aug-2017 16:30:00',903.0625,104.8125
'06-Aug-2017 19:30:00',673.75,86.5625
'06-Aug-2017 22:30:00',188.0625,43.25
'07-Aug-2017 01:30:00',0,0
'07-Aug-2017 04:30:00',0,0
'07-Aug-2017 07:30:00',0,0
'07-Aug-2017 10:30:00',128.875,35.5
'07-Aug-2017 13:30:00',492.4375,70.25
'07-Aug-2017 16:30:00',483,57
'07-Aug-2017 19:30:00',286.4375,36.9375
'07-Aug-2017 22:30:00',66.6875,15.25
'08-Aug-2017 01:30:00',0,0
'08-Aug-2017 04:30:00',0,0
'08-Aug-2017 07:30:00',0,0
'08-Aug-2017 10:30:00',61.25,17.25
'08-Aug-2017 13:30:00',262.9375,36.5
'08-Aug-2017 16:30:00',461.6875,54.75
'08-Aug-2017 19:30:00',622.8125,79.75
'08-Aug-2017 22:30:00',214.625,49.125
'09-Aug-2017 01:30:00',0,0
'09-Aug-2017 04:30:00',0,0
'09-Aug-2017 07:30:00',0,0
'09-Aug-2017 10:30:00',128.625,36.0625
'09-Aug-2017 13:30:00',657.25,91.5625
'09-Aug-2017 16:30:00',942.9375,110.5625
'09-Aug-2017 19:30:00',761.5625,99
'09-Aug-2017 22:30:00',239.375,55.25
'10-Aug-2017 01:30:00',0,0
'10-Aug-2017 04:30:00',0,0
'10-Aug-2017 07:30:00',0,0
'10-Aug-2017 10:30:00',125.3125,35.125
'10-Aug-2017 13:30:00',647.75,91
'10-Aug-2017 16:30:00',930.125,109.875
'10-Aug-2017 19:30:00',751.375,98.375
'10-Aug-2017 22:30:00',233.5625,54.0625
'11-Aug-2017 01:30:00',0,0
'11-Aug-2017 04:30:00',0,0
'11-Aug-2017 07:30:00',0,0
'11-Aug-2017 10:30:00',123.125,34.9375
'11-Aug-2017 13:30:00',641.3125,90.5625
'11-Aug-2017 16:30:00',923.125,109.5
'11-Aug-2017 19:30:00',737.4375,96.625
'11-Aug-2017 22:30:00',220.25,49.875
'12-Aug-2017 01:30:00',0,0
'12-Aug-2017 04:30:00',0,0
'12-Aug-2017 07:30:00',0,0
'12-Aug-2017 10:30:00',83.875,23.0625
'12-Aug-2017 13:30:00',380.25,52.6875
'12-Aug-2017 16:30:00',518.375,61.6875
'12-Aug-2017 19:30:00',636.375,82.25
'12-Aug-2017 22:30:00',202.5625,45.5
'13-Aug-2017 01:30:00',0,0
'13-Aug-2017 04:30:00',0,0
'13-Aug-2017 07:30:00',0,0
'13-Aug-2017 10:30:00',116.125,33.4375
'13-Aug-2017 13:30:00',629.4375,89.8125
'13-Aug-2017 16:30:00',914.625,109.0625
'13-Aug-2017 19:30:00',738.25,97.6875
'13-Aug-2017 22:30:00',222.9375,52.4375
'14-Aug-2017 01:30:00',0,0
'14-Aug-2017 04:30:00',0,0
'14-Aug-2017 07:30:00',0,0
'14-Aug-2017 10:30:00',115,32.5625
'14-Aug-2017 13:30:00',577,78.9375
'14-Aug-2017 16:30:00',806.8125,93.875
'14-Aug-2017 19:30:00',622.0625,80
'14-Aug-2017 22:30:00',179.8125,40.3125
'15-Aug-2017 01:30:00',0,0
'15-Aug-2017 04:30:00',0,0
'15-Aug-2017 07:30:00',0,0
'15-Aug-2017 10:30:00',52.8125,16
'15-Aug-2017 13:30:00',238.1875,33.3125
'15-Aug-2017 16:30:00',550.25,65.8125
'15-Aug-2017 19:30:00',567.875,74.6875
'15-Aug-2017 22:30:00',176,40.375
'16-Aug-2017 01:30:00',0,0
'16-Aug-2017 04:30:00',0,0
'16-Aug-2017 07:30:00',0,0
'16-Aug-2017 10:30:00',112.25,32.3125
'16-Aug-2017 13:30:00',629.875,89.9375
'16-Aug-2017 16:30:00',914.5625,109
'16-Aug-2017 19:30:00',731.9375,97.3125
'16-Aug-2017 22:30:00',212.25,50.5625
'17-Aug-2017 01:30:00',0,0
'17-Aug-2017 04:30:00',0,0
'17-Aug-2017 07:30:00',0,0
'17-Aug-2017 10:30:00',113.5625,32.625
'17-Aug-2017 13:30:00',617.6875,85.8125
'17-Aug-2017 16:30:00',910.625,107
'17-Aug-2017 19:30:00',728.5625,95.8125
'17-Aug-2017 22:30:00',205.5625,48.375
'18-Aug-2017 01:30:00',0,0
'18-Aug-2017 04:30:00',0,0
'18-Aug-2017 07:30:00',0,0
'18-Aug-2017 10:30:00',70.375,19.8125
'18-Aug-2017 13:30:00',132.5,19.5625
'18-Aug-2017 16:30:00',362.1875,44.125
'18-Aug-2017 19:30:00',338.875,46.1875
'18-Aug-2017 22:30:00',151.6875,35.4375
'19-Aug-2017 01:30:00',0,0
'19-Aug-2017 04:30:00',0,0
'19-Aug-2017 07:30:00',0,0
'19-Aug-2017 10:30:00',67.25,18.9375
'19-Aug-2017 13:30:00',526.375,73.0625
'19-Aug-2017 16:30:00',830.25,99.0625
'19-Aug-2017 19:30:00',666.8125,89.1875
'19-Aug-2017 22:30:00',154.875,37.25
'20-Aug-2017 01:30:00',0,0
'20-Aug-2017 04:30:00',0,0
'20-Aug-2017 07:30:00',0,0
'20-Aug-2017 10:30:00',105.625,31
'20-Aug-2017 13:30:00',621.125,89.5625
'20-Aug-2017 16:30:00',905.6875,108.4375
'20-Aug-2017 19:30:00',717.4375,96.4375
'20-Aug-2017 22:30:00',198.125,48.3125
'21-Aug-2017 01:30:00',0,0
'21-Aug-2017 04:30:00',0,0
'21-Aug-2017 07:30:00',0,0
'21-Aug-2017 10:30:00',105,30.5625
'21-Aug-2017 13:30:00',610.375,87.375
'21-Aug-2017 16:30:00',865.125,102.875
'21-Aug-2017 19:30:00',623.8125,81.5625
'21-Aug-2017 22:30:00',180,43.375
'22-Aug-2017 01:30:00',0,0
'22-Aug-2017 04:30:00',0,0
'22-Aug-2017 07:30:00',0,0
'22-Aug-2017 10:30:00',100.5625,29.625
'22-Aug-2017 13:30:00',601,88.25
'22-Aug-2017 16:30:00',867.9375,105.5
'22-Aug-2017 19:30:00',688.0625,93.75
'22-Aug-2017 22:30:00',185.5625,45.875
'23-Aug-2017 01:30:00',0,0
'23-Aug-2017 04:30:00',0,0
'23-Aug-2017 07:30:00',0,0
'23-Aug-2017 10:30:00',64.5625,18.6875
'23-Aug-2017 13:30:00',348.6875,49.6875
'23-Aug-2017 16:30:00',470.25,57.25
'23-Aug-2017 19:30:00',697.0625,95.1875
'23-Aug-2017 22:30:00',181.125,44.0625
'24-Aug-2017 01:30:00',0,0
'24-Aug-2017 04:30:00',0,0
'24-Aug-2017 07:30:00',0,0
'24-Aug-2017 10:30:00',102.0625,30.125
'24-Aug-2017 13:30:00',620.0625,89.6875
'24-Aug-2017 16:30:00',897.5,107.375
'24-Aug-2017 19:30:00',709.4375,95.9375
'24-Aug-2017 22:30:00',184.9375,46.3125
'25-Aug-2017 01:30:00',0,0
'25-Aug-2017 04:30:00',0,0
'25-Aug-2017 07:30:00',0,0
'25-Aug-2017 10:30:00',53.9375,15.5625
'25-Aug-2017 13:30:00',490.25,69.1875
'25-Aug-2017 16:30:00',892.875,107.8125
'25-Aug-2017 19:30:00',696.25,94.6875
'25-Aug-2017 22:30:00',168.75,41.8125
'26-Aug-2017 01:30:00',0,0
'26-Aug-2017 04:30:00',0,0
'26-Aug-2017 07:30:00',0,0
'26-Aug-2017 10:30:00',99.0625,29.5
'26-Aug-2017 13:30:00',620.625,89.8125
'26-Aug-2017 16:30:00',906.875,108.5
'26-Aug-2017 19:30:00',709.4375,95.9375
'26-Aug-2017 22:30:00',180.4375,45.6875
'27-Aug-2017 01:30:00',0,0
'27-Aug-2017 04:30:00',0,0
'27-Aug-2017 07:30:00',0,0
'27-Aug-2017 10:30:00',97.25,29.125
'27-Aug-2017 13:30:00',615.4375,89.4375
'27-Aug-2017 16:30:00',900.0625,108.1875
'27-Aug-2017 19:30:00',701.1875,95.4375
'27-Aug-2017 22:30:00',174.5,44.3125
'28-Aug-2017 01:30:00',0,0
'28-Aug-2017 04:30:00',0,0
'28-Aug-2017 07:30:00',0,0
'28-Aug-2017 10:30:00',96.875,28.875
'28-Aug-2017 13:30:00',616.125,89.5625
'28-Aug-2017 16:30:00',900.75,108.1875
'28-Aug-2017 19:30:00',693.1875,93.6875
'28-Aug-2017 22:30:00',171.625,43.5
'29-Aug-2017 01:30:00',0,0
'29-Aug-2017 04:30:00',0,0
'29-Aug-2017 07:30:00',0,0
'29-Aug-2017 10:30:00',83.4375,23.8125
'29-Aug-2017 13:30:00',504.0625,71.4375
'29-Aug-2017 16:30:00',634.5625,75.75
'29-Aug-2017 19:30:00',358.625,48.375
'29-Aug-2017 22:30:00',73.75,19.4375
'30-Aug-2017 01:30:00',0,0
'30-Aug-2017 04:30:00',0,0
'30-Aug-2017 07:30:00',0,0
'30-Aug-2017 10:30:00',14.625,4.75
'30-Aug-2017 13:30:00',123.75,18.1875
'30-Aug-2017 16:30:00',433.0625,53.125
'30-Aug-2017 19:30:00',682,94.3125
'30-Aug-2017 22:30:00',164.6875,43.125
'31-Aug-2017 01:30:00',0,0
'31-Aug-2017 04:30:00',0,0
'31-Aug-2017 07:30:00',0,0
'31-Aug-2017 10:30:00',88.25,26.9375
'31-Aug-2017 13:30:00',594.0625,88.0625
'31-Aug-2017 16:30:00',869.4375,106.5
'31-Aug-2017 19:30:00',668.5625,93.4375
'31-Aug-2017 22:30:00',156.0625,41.5625
'01-Sep-2017 01:30:00',0,0
'01-Sep-2017 04:30:00',0,0
'01-Sep-2017 07:30:00',0,0
'01-Sep-2017 10:30:00',90,27.4375
'01-Sep-2017 13:30:00',616.25,89.75
'01-Sep-2017 16:30:00',905.875,108.4375
'01-Sep-2017 19:30:00',696.5625,95.3125
'01-Sep-2017 22:30:00',161.0625,42.6875
'02-Sep-2017 01:30:00',0,0
'02-Sep-2017 04:30:00',0,0
'02-Sep-2017 07:30:00',0,0
'02-Sep-2017 10:30:00',85.1875,25.5
'02-Sep-2017 13:30:00',588.9375,85.1875
'02-Sep-2017 16:30:00',808.1875,95.4375
'02-Sep-2017 19:30:00',598.3125,80.1875
'02-Sep-2017 22:30:00',130.25,33.25
'03-Sep-2017 01:30:00',0,0
'03-Sep-2017 04:30:00',0,0
'03-Sep-2017 07:30:00',0,0
'03-Sep-2017 10:30:00',20.375,6.125
'03-Sep-2017 13:30:00',184.875,27.5
'03-Sep-2017 16:30:00',530.75,65.4375
'03-Sep-2017 19:30:00',622.5,88.6875
'03-Sep-2017 22:30:00',113.625,29.3125
'04-Sep-2017 01:30:00',0,0
'04-Sep-2017 04:30:00',0,0
'04-Sep-2017 07:30:00',0,0
'04-Sep-2017 10:30:00',82.6875,25.625
'04-Sep-2017 13:30:00',586.3125,87.6875
'04-Sep-2017 16:30:00',864.6875,106.125
'04-Sep-2017 19:30:00',659.8125,93.0625
'04-Sep-2017 22:30:00',143.9375,39.8125
'05-Sep-2017 01:30:00',0,0
'05-Sep-2017 04:30:00',0,0
'05-Sep-2017 07:30:00',0,0
'05-Sep-2017 10:30:00',78.75,24.75
'05-Sep-2017 13:30:00',568.375,86.375
'05-Sep-2017 16:30:00',840.875,104.8125
'05-Sep-2017 19:30:00',640.5,91.8125
'05-Sep-2017 22:30:00',136.5,38.375
'06-Sep-2017 01:30:00',0,0
'06-Sep-2017 04:30:00',0,0
'06-Sep-2017 07:30:00',0,0
'06-Sep-2017 10:30:00',63.75,20.1875
'06-Sep-2017 13:30:00',324.875,51.4375
'06-Sep-2017 16:30:00',374.8125,47.5
'06-Sep-2017 19:30:00',270.875,38.875
'06-Sep-2017 22:30:00',57.5,16.4375
'07-Sep-2017 01:30:00',0,0
'07-Sep-2017 04:30:00',0,0
'07-Sep-2017 07:30:00',0,0
'07-Sep-2017 10:30:00',26.5,8.25
'07-Sep-2017 13:30:00',298.375,44.4375
'07-Sep-2017 16:30:00',805.75,99.5625
'07-Sep-2017 19:30:00',645,92.1875
'07-Sep-2017 22:30:00',132.625,37.75
'08-Sep-2017 01:30:00',0,0
'08-Sep-2017 04:30:00',0,0
'08-Sep-2017 07:30:00',0,0
'08-Sep-2017 10:30:00',77.125,24.375
'08-Sep-2017 13:30:00',577.9375,87.3125
'08-Sep-2017 16:30:00',853.3125,105.4375
'08-Sep-2017 19:30:00',644.1875,92.1875
'08-Sep-2017 22:30:00',129.4375,37.1875
'09-Sep-2017 01:30:00',0,0
'09-Sep-2017 04:30:00',0,0
'09-Sep-2017 07:30:00',0,0
'09-Sep-2017 10:30:00',75.6875,24
'09-Sep-2017 13:30:00',575.25,87.125
'09-Sep-2017 16:30:00',851.75,105.3125
'09-Sep-2017 19:30:00',637.625,91.8125
'09-Sep-2017 22:30:00',125.1875,35.6875
'10-Sep-2017 01:30:00',0,0
'10-Sep-2017 04:30:00',0,0
'10-Sep-2017 07:30:00',0,0
'10-Sep-2017 10:30:00',73.5,23.4375
'10-Sep-2017 13:30:00',569.375,86.75
'10-Sep-2017 16:30:00',844.125,104.875
'10-Sep-2017 19:30:00',624.6875,90
'10-Sep-2017 22:30:00',108.6875,30.4375
'11-Sep-2017 01:30:00',0,0
'11-Sep-2017 04:30:00',0,0
'11-Sep-2017 07:30:00',0,0
'11-Sep-2017 10:30:00',72.75,23.3125
'11-Sep-2017 13:30:00',570.75,86.9375
