DateTime,dswrf,uswrf
'04-Mar-2019 01:30:00',0,0
'04-Mar-2019 04:30:00',0,0
'04-Mar-2019 07:30:00',0,0
'04-Mar-2019 10:30:00',3.875,1.9375
'04-Mar-2019 13:30:00',126.625,21.875
'04-Mar-2019 16:30:00',278.0625,37.375
'04-Mar-2019 19:30:00',380.75,61.5
'04-Mar-2019 22:30:00',76.875,24.8125
'05-Mar-2019 01:30:00',0,0
'05-Mar-2019 04:30:00',0,0
'05-Mar-2019 07:30:00',0,0
'05-Mar-2019 10:30:00',13.625,7.25
'05-Mar-2019 13:30:00',431.6875,79
'05-Mar-2019 16:30:00',722.375,94.5
'05-Mar-2019 19:30:00',447.4375,67.3125
'05-Mar-2019 22:30:00',56.0625,17.25
'06-Mar-2019 01:30:00',0,0
'06-Mar-2019 04:30:00',0,0
'06-Mar-2019 07:30:00',0,0
'06-Mar-2019 10:30:00',10.3125,5.25
'06-Mar-2019 13:30:00',313.875,54.5625
'06-Mar-2019 16:30:00',566.6875,73.4375
'06-Mar-2019 19:30:00',386.125,59.25
'06-Mar-2019 22:30:00',63.625,20.125
'07-Mar-2019 01:30:00',0,0
'07-Mar-2019 04:30:00',0,0
'07-Mar-2019 07:30:00',0,0
'07-Mar-2019 10:30:00',12.625,6.3125
'07-Mar-2019 13:30:00',218.75,38.3125
'07-Mar-2019 16:30:00',597.375,77.625
'07-Mar-2019 19:30:00',430.125,64.375
'07-Mar-2019 22:30:00',48.625,15.25
'08-Mar-2019 01:30:00',0,0
'08-Mar-2019 04:30:00',0,0
'08-Mar-2019 07:30:00',0,0
'08-Mar-2019 10:30:00',17.375,8.625
'08-Mar-2019 13:30:00',447.0625,79.25
'08-Mar-2019 16:30:00',778.3125,101.0625
'08-Mar-2019 19:30:00',573.625,86.75
'08-Mar-2019 22:30:00',80.3125,24.5625
'09-Mar-2019 01:30:00',0,0
'09-Mar-2019 04:30:00',0,0
'09-Mar-2019 07:30:00',0,0
'09-Mar-2019 10:30:00',18.1875,9.25
'09-Mar-2019 13:30:00',444.375,79.25
'09-Mar-2019 16:30:00',779.0625,101.4375
'09-Mar-2019 19:30:00',593.625,90.25
'09-Mar-2019 22:30:00',94.4375,29.4375
'10-Mar-2019 01:30:00',0,0
'10-Mar-2019 04:30:00',0,0
'10-Mar-2019 07:30:00',0,0
'10-Mar-2019 10:30:00',5.75,2.75
'10-Mar-2019 13:30:00',128.4375,23.5625
'10-Mar-2019 16:30:00',111.3125,15.1875
'10-Mar-2019 19:30:00',130.0625,20.75
'10-Mar-2019 22:30:00',44.625,14.375
'11-Mar-2019 01:30:00',0,0
'11-Mar-2019 04:30:00',0,0
'11-Mar-2019 07:30:00',0,0
'11-Mar-2019 10:30:00',18,8.3125
'11-Mar-2019 13:30:00',447.625,79.1875
'11-Mar-2019 16:30:00',773.25,100.8125
'11-Mar-2019 19:30:00',585.9375,88.75
'11-Mar-2019 22:30:00',95.4375,29.375
'12-Mar-2019 01:30:00',0,0
'12-Mar-2019 04:30:00',0,0
'12-Mar-2019 07:30:00',0,0
'12-Mar-2019 10:30:00',19.8125,9.25
'12-Mar-2019 13:30:00',429.5,73.4375
'12-Mar-2019 16:30:00',580.75,74.4375
'12-Mar-2019 19:30:00',410.5625,60.8125
'12-Mar-2019 22:30:00',69.25,20.8125
'13-Mar-2019 01:30:00',0,0
'13-Mar-2019 04:30:00',0,0
'13-Mar-2019 07:30:00',0,0
'13-Mar-2019 10:30:00',23.9375,11.5625
'13-Mar-2019 13:30:00',467.6875,80.375
'13-Mar-2019 16:30:00',780.875,99.625
'13-Mar-2019 19:30:00',572.75,84.5625
'13-Mar-2019 22:30:00',63.5625,18.75
'14-Mar-2019 01:30:00',0,0
'14-Mar-2019 04:30:00',0,0
'14-Mar-2019 07:30:00',0,0
'14-Mar-2019 10:30:00',18,8.375
'14-Mar-2019 13:30:00',312.5625,53.5
'14-Mar-2019 16:30:00',521.75,67.4375
'14-Mar-2019 19:30:00',471.5625,71.6875
'14-Mar-2019 22:30:00',87.5,25.8125
'15-Mar-2019 01:30:00',0,0
'15-Mar-2019 04:30:00',0,0
'15-Mar-2019 07:30:00',0,0
'15-Mar-2019 10:30:00',21.6875,9.5625
'15-Mar-2019 13:30:00',218.6875,37.0625
'15-Mar-2019 16:30:00',471.75,62.125
'15-Mar-2019 19:30:00',550.9375,82.875
'15-Mar-2019 22:30:00',79.4375,23.25
'16-Mar-2019 01:30:00',0,0
'16-Mar-2019 04:30:00',0,0
'16-Mar-2019 07:30:00',0,0
'16-Mar-2019 10:30:00',24.75,11.5
'16-Mar-2019 13:30:00',378.9375,63.125
'16-Mar-2019 16:30:00',612.875,77.6875
'16-Mar-2019 19:30:00',401.375,57.625
'16-Mar-2019 22:30:00',72.0625,21.0625
'17-Mar-2019 01:30:00',0,0
'17-Mar-2019 04:30:00',0,0
'17-Mar-2019 07:30:00',0,0
'17-Mar-2019 10:30:00',31.6875,14.375
'17-Mar-2019 13:30:00',494.8125,82.375
'17-Mar-2019 16:30:00',691.125,86.4375
'17-Mar-2019 19:30:00',457.6875,65.75
'17-Mar-2019 22:30:00',80.0625,23.25
'18-Mar-2019 01:30:00',0,0
'18-Mar-2019 04:30:00',0,0
'18-Mar-2019 07:30:00',0,0
'18-Mar-2019 10:30:00',33.625,14.9375
'18-Mar-2019 13:30:00',504.1875,83.4375
'18-Mar-2019 16:30:00',829.3125,104.5
'18-Mar-2019 19:30:00',635.125,92.6875
'18-Mar-2019 22:30:00',114.75,33.625
'19-Mar-2019 01:30:00',0,0
'19-Mar-2019 04:30:00',0,0
'19-Mar-2019 07:30:00',0,0
'19-Mar-2019 10:30:00',30.4375,13
'19-Mar-2019 13:30:00',400.8125,63.75
'19-Mar-2019 16:30:00',775.4375,97.3125
'19-Mar-2019 19:30:00',521.3125,74.8125
'19-Mar-2019 22:30:00',93.375,26.75
'20-Mar-2019 01:30:00',0,0
'20-Mar-2019 04:30:00',0,0
'20-Mar-2019 07:30:00',0,0
'20-Mar-2019 10:30:00',37.6875,16
'20-Mar-2019 13:30:00',511.25,83.75
'20-Mar-2019 16:30:00',830.375,104.5
'20-Mar-2019 19:30:00',634.1875,92.4375
'20-Mar-2019 22:30:00',117.5625,34.1875
'21-Mar-2019 01:30:00',0,0
'21-Mar-2019 04:30:00',0,0
'21-Mar-2019 07:30:00',0,0
'21-Mar-2019 10:30:00',32.1875,13.25
'21-Mar-2019 13:30:00',466.4375,76.625
'21-Mar-2019 16:30:00',667.1875,83.375
'21-Mar-2019 19:30:00',576.875,82.875
'21-Mar-2019 22:30:00',99.6875,27.625
'22-Mar-2019 01:30:00',0,0
'22-Mar-2019 04:30:00',0,0
'22-Mar-2019 07:30:00',0,0
'22-Mar-2019 10:30:00',28.875,11.6875
'22-Mar-2019 13:30:00',341.75,58.25
'22-Mar-2019 16:30:00',246.125,31.625
'22-Mar-2019 19:30:00',106.9375,16
'22-Mar-2019 22:30:00',39.6875,12.3125
'23-Mar-2019 01:30:00',0,0
'23-Mar-2019 04:30:00',0,0
'23-Mar-2019 07:30:00',0,0
'23-Mar-2019 10:30:00',21.5,8.1875
'23-Mar-2019 13:30:00',143.3125,21.5625
'23-Mar-2019 16:30:00',591.75,73.5
'23-Mar-2019 19:30:00',526.25,77.5
'23-Mar-2019 22:30:00',123.375,35.6875
'24-Mar-2019 01:30:00',0,0
'24-Mar-2019 04:30:00',0,0
'24-Mar-2019 07:30:00',0,0
'24-Mar-2019 10:30:00',47,18.125
'24-Mar-2019 13:30:00',544.3125,86.0625
'24-Mar-2019 16:30:00',866.375,106.5
'24-Mar-2019 19:30:00',637.8125,89.3125
'24-Mar-2019 22:30:00',107,29.125
'25-Mar-2019 01:30:00',0,0
'25-Mar-2019 04:30:00',0,0
'25-Mar-2019 07:30:00',0,0
'25-Mar-2019 10:30:00',30.375,11.125
'25-Mar-2019 13:30:00',170.1875,26.8125
'25-Mar-2019 16:30:00',224.125,28.1875
'25-Mar-2019 19:30:00',463.6875,67.875
'25-Mar-2019 22:30:00',121.6875,34.0625
'26-Mar-2019 01:30:00',0,0
'26-Mar-2019 04:30:00',0,0
'26-Mar-2019 07:30:00',0,0
'26-Mar-2019 10:30:00',52,19.1875
'26-Mar-2019 13:30:00',547.1875,83.8125
'26-Mar-2019 16:30:00',871.3125,106.75
'26-Mar-2019 19:30:00',673.5625,94.875
'26-Mar-2019 22:30:00',137,38.5
'27-Mar-2019 01:30:00',0,0
'27-Mar-2019 04:30:00',0,0
'27-Mar-2019 07:30:00',0,0
'27-Mar-2019 10:30:00',54.125,19.75
'27-Mar-2019 13:30:00',553.5625,85.9375
'27-Mar-2019 16:30:00',701.0625,84.375
'27-Mar-2019 19:30:00',559.375,76.625
'27-Mar-2019 22:30:00',116.875,31.875
'28-Mar-2019 01:30:00',0,0
'28-Mar-2019 04:30:00',0,0
'28-Mar-2019 07:30:00',0,0
'28-Mar-2019 10:30:00',55.5625,20
'28-Mar-2019 13:30:00',375,57.3125
'28-Mar-2019 16:30:00',578.8125,69.8125
'28-Mar-2019 19:30:00',439.25,60.625
'28-Mar-2019 22:30:00',98.8125,26.9375
'29-Mar-2019 01:30:00',0,0
'29-Mar-2019 04:30:00',0,0
'29-Mar-2019 07:30:00',0,0
'29-Mar-2019 10:30:00',40.1875,13.8125
'29-Mar-2019 13:30:00',266,41.1875
'29-Mar-2019 16:30:00',279.3125,35
'29-Mar-2019 19:30:00',295.375,42.625
'29-Mar-2019 22:30:00',44.375,13.625
'30-Mar-2019 01:30:00',0,0
'30-Mar-2019 04:30:00',0,0
'30-Mar-2019 07:30:00',0,0
'30-Mar-2019 10:30:00',43.25,14.9375
'30-Mar-2019 13:30:00',476.125,73.8125
'30-Mar-2019 16:30:00',575.75,71.625
'30-Mar-2019 19:30:00',529.3125,74.875
'30-Mar-2019 22:30:00',122.125,34.4375
'31-Mar-2019 01:30:00',0,0
'31-Mar-2019 04:30:00',0,0
'31-Mar-2019 07:30:00',0,0
'31-Mar-2019 10:30:00',48.1875,16.4375
'31-Mar-2019 13:30:00',481.9375,75.875
'31-Mar-2019 16:30:00',621.125,77.5
'31-Mar-2019 19:30:00',389.5625,54.25
'31-Mar-2019 22:30:00',59.875,16.375
'01-Apr-2019 01:30:00',0,0
'01-Apr-2019 04:30:00',0,0
'01-Apr-2019 07:30:00',0,0
'01-Apr-2019 10:30:00',54.75,18.0625
'01-Apr-2019 13:30:00',577.625,87.0625
'01-Apr-2019 16:30:00',893.5625,108.0625
'01-Apr-2019 19:30:00',639.25,88.25
'01-Apr-2019 22:30:00',150,41.25
'02-Apr-2019 01:30:00',0,0
'02-Apr-2019 04:30:00',0,0
'02-Apr-2019 07:30:00',0,0
'02-Apr-2019 10:30:00',69.6875,23
'02-Apr-2019 13:30:00',591.8125,88.875
'02-Apr-2019 16:30:00',897,108
'02-Apr-2019 19:30:00',681.375,94
'02-Apr-2019 22:30:00',76.9375,21
'03-Apr-2019 01:30:00',0,0
'03-Apr-2019 04:30:00',0,0
'03-Apr-2019 07:30:00',0,0
'03-Apr-2019 10:30:00',21.4375,6.9375
'03-Apr-2019 13:30:00',336.25,47.875
'03-Apr-2019 16:30:00',866.4375,105.0625
'03-Apr-2019 19:30:00',684.6875,95.0625
'03-Apr-2019 22:30:00',148.875,40.4375
'04-Apr-2019 01:30:00',0,0
'04-Apr-2019 04:30:00',0,0
'04-Apr-2019 07:30:00',0,0
'04-Apr-2019 10:30:00',74.125,23.8125
'04-Apr-2019 13:30:00',595.875,89
'04-Apr-2019 16:30:00',905.875,108.75
'04-Apr-2019 19:30:00',688.6875,94.3125
'04-Apr-2019 22:30:00',155.875,41.75
'05-Apr-2019 01:30:00',0,0
'05-Apr-2019 04:30:00',0,0
'05-Apr-2019 07:30:00',0,0
'05-Apr-2019 10:30:00',76.25,23.75
'05-Apr-2019 13:30:00',585.5,85.625
'05-Apr-2019 16:30:00',780.875,92
'05-Apr-2019 19:30:00',496.1875,66.4375
'05-Apr-2019 22:30:00',93.6875,24.4375
'06-Apr-2019 01:30:00',0,0
'06-Apr-2019 04:30:00',0,0
'06-Apr-2019 07:30:00',0,0
'06-Apr-2019 10:30:00',17.9375,5.625
'06-Apr-2019 13:30:00',226.3125,33.1875
'06-Apr-2019 16:30:00',617.625,75.5625
'06-Apr-2019 19:30:00',678.4375,94.5
'06-Apr-2019 22:30:00',154,41.4375
'07-Apr-2019 01:30:00',0,0
'07-Apr-2019 04:30:00',0,0
'07-Apr-2019 07:30:00',0,0
'07-Apr-2019 10:30:00',79.25,24.875
'07-Apr-2019 13:30:00',596.4375,88.8125
'07-Apr-2019 16:30:00',886.875,107.75
'07-Apr-2019 19:30:00',679.75,94.125
'07-Apr-2019 22:30:00',151.0625,39.5625
'08-Apr-2019 01:30:00',0,0
'08-Apr-2019 04:30:00',0,0
'08-Apr-2019 07:30:00',0,0
'08-Apr-2019 10:30:00',24.8125,7.8125
'08-Apr-2019 13:30:00',144.875,22.125
'08-Apr-2019 16:30:00',206.625,25.8125
'08-Apr-2019 19:30:00',335.1875,49
'08-Apr-2019 22:30:00',152.125,40.375
'09-Apr-2019 01:30:00',0,0
'09-Apr-2019 04:30:00',0,0
'09-Apr-2019 07:30:00',0,0
'09-Apr-2019 10:30:00',43.6875,13.1875
'09-Apr-2019 13:30:00',247.75,36.4375
'09-Apr-2019 16:30:00',362.125,44.0625
'09-Apr-2019 19:30:00',344.8125,47.1875
'09-Apr-2019 22:30:00',125.75,32.6875
'10-Apr-2019 01:30:00',0,0
'10-Apr-2019 04:30:00',0,0
'10-Apr-2019 07:30:00',0,0
'10-Apr-2019 10:30:00',82.75,24.5
'10-Apr-2019 13:30:00',543.8125,78.75
'10-Apr-2019 16:30:00',709.1875,83.8125
'10-Apr-2019 19:30:00',464.875,61.3125
'10-Apr-2019 22:30:00',115.5625,28.625
'11-Apr-2019 01:30:00',0,0
'11-Apr-2019 04:30:00',0,0
'11-Apr-2019 07:30:00',0,0
'11-Apr-2019 10:30:00',73.625,21.5625
'11-Apr-2019 13:30:00',595.25,84.5
'11-Apr-2019 16:30:00',928.8125,110.125
'11-Apr-2019 19:30:00',705.75,95.125
'11-Apr-2019 22:30:00',152.5625,38.375
'12-Apr-2019 01:30:00',0,0
'12-Apr-2019 04:30:00',0,0
'12-Apr-2019 07:30:00',0,0
'12-Apr-2019 10:30:00',57.5,17.0625
'12-Apr-2019 13:30:00',205.125,30.375
'12-Apr-2019 16:30:00',326.625,40
'12-Apr-2019 19:30:00',520.4375,71.6875
'12-Apr-2019 22:30:00',160.625,40.8125
'13-Apr-2019 01:30:00',0,0
'13-Apr-2019 04:30:00',0,0
'13-Apr-2019 07:30:00',0,0
'13-Apr-2019 10:30:00',69,18.875
'13-Apr-2019 13:30:00',294.3125,44.375
'13-Apr-2019 16:30:00',460.6875,56.625
'13-Apr-2019 19:30:00',504.875,70.6875
'13-Apr-2019 22:30:00',147.0625,38.1875
'14-Apr-2019 01:30:00',0,0
'14-Apr-2019 04:30:00',0,0
'14-Apr-2019 07:30:00',0,0
'14-Apr-2019 10:30:00',92.3125,26.875
'14-Apr-2019 13:30:00',610.25,89.375
'14-Apr-2019 16:30:00',784.8125,95.3125
'14-Apr-2019 19:30:00',390.0625,52.9375
'14-Apr-2019 22:30:00',80.4375,19.625
'15-Apr-2019 01:30:00',0,0
'15-Apr-2019 04:30:00',0,0
'15-Apr-2019 07:30:00',0,0
'15-Apr-2019 10:30:00',63,18
'15-Apr-2019 13:30:00',267.8125,38.625
'15-Apr-2019 16:30:00',459.6875,56.1875
'15-Apr-2019 19:30:00',581.0625,81
'15-Apr-2019 22:30:00',172.3125,43.375
'16-Apr-2019 01:30:00',0,0
'16-Apr-2019 04:30:00',0,0
'16-Apr-2019 07:30:00',0,0
'16-Apr-2019 10:30:00',96.1875,27.625
'16-Apr-2019 13:30:00',606.6875,84.8125
'16-Apr-2019 16:30:00',938.1875,110.625
'16-Apr-2019 19:30:00',730.9375,97.5
'16-Apr-2019 22:30:00',184.125,46.25
'17-Apr-2019 01:30:00',0,0
'17-Apr-2019 04:30:00',0,0
'17-Apr-2019 07:30:00',0,0
'17-Apr-2019 10:30:00',71.5,19.3125
'17-Apr-2019 13:30:00',655.375,92.375
'17-Apr-2019 16:30:00',948.9375,111.1875
'17-Apr-2019 19:30:00',737.875,97.9375
'17-Apr-2019 22:30:00',189.125,47.1875
'18-Apr-2019 01:30:00',0,0
'18-Apr-2019 04:30:00',0,0
'18-Apr-2019 07:30:00',0,0
'18-Apr-2019 10:30:00',37.375,11.125
'18-Apr-2019 13:30:00',127.25,18.5
'18-Apr-2019 16:30:00',269,32.375
'18-Apr-2019 19:30:00',502.4375,67.5
'18-Apr-2019 22:30:00',150.4375,37.1875
'19-Apr-2019 01:30:00',0,0
'19-Apr-2019 04:30:00',0,0
'19-Apr-2019 07:30:00',0,0
'19-Apr-2019 10:30:00',109,31.6875
'19-Apr-2019 13:30:00',579.625,82.5625
'19-Apr-2019 16:30:00',848.75,101
'19-Apr-2019 19:30:00',681,92.0625
'19-Apr-2019 22:30:00',176,43.5625
'20-Apr-2019 01:30:00',0,0
'20-Apr-2019 04:30:00',0,0
'20-Apr-2019 07:30:00',0,0
'20-Apr-2019 10:30:00',75.3125,21.3125
'20-Apr-2019 13:30:00',395.4375,56.875
'20-Apr-2019 16:30:00',622.1875,74.9375
'20-Apr-2019 19:30:00',382.5625,51.375
'20-Apr-2019 22:30:00',92.75,23
'21-Apr-2019 01:30:00',0,0
'21-Apr-2019 04:30:00',0,0
'21-Apr-2019 07:30:00',0,0
'21-Apr-2019 10:30:00',36.9375,10.8125
'21-Apr-2019 13:30:00',149.8125,21.5
'21-Apr-2019 16:30:00',198.875,24.5
'21-Apr-2019 19:30:00',468.6875,62.4375
'21-Apr-2019 22:30:00',101.25,24.5
'22-Apr-2019 01:30:00',0,0
'22-Apr-2019 04:30:00',0,0
'22-Apr-2019 07:30:00',0,0
'22-Apr-2019 10:30:00',29.25,8.5
'22-Apr-2019 13:30:00',122.9375,17.75
'22-Apr-2019 16:30:00',194,23.75
'22-Apr-2019 19:30:00',288.875,39.3125
'22-Apr-2019 22:30:00',95.1875,24.125
'23-Apr-2019 01:30:00',0,0
'23-Apr-2019 04:30:00',0,0
'23-Apr-2019 07:30:00',0,0
'23-Apr-2019 10:30:00',41.5,11.875
'23-Apr-2019 13:30:00',263.875,36.875
'23-Apr-2019 16:30:00',587,69.6875
'23-Apr-2019 19:30:00',659.3125,88.5625
'23-Apr-2019 22:30:00',180.6875,43.4375
'24-Apr-2019 01:30:00',0,0
'24-Apr-2019 04:30:00',0,0
'24-Apr-2019 07:30:00',0,0
'24-Apr-2019 10:30:00',122.25,34.6875
'24-Apr-2019 13:30:00',652.5625,91.125
'24-Apr-2019 16:30:00',909.625,106.5
'24-Apr-2019 19:30:00',740.25,98
'24-Apr-2019 22:30:00',194.75,46.4375
'25-Apr-2019 01:30:00',0,0
'25-Apr-2019 04:30:00',0,0
'25-Apr-2019 07:30:00',0,0
'25-Apr-2019 10:30:00',98.3125,26.625
'25-Apr-2019 13:30:00',585.125,78.75
'25-Apr-2019 16:30:00',911.3125,105.625
'25-Apr-2019 19:30:00',739.8125,97.375
'25-Apr-2019 22:30:00',202.375,48.3125
'26-Apr-2019 01:30:00',0,0
'26-Apr-2019 04:30:00',0,0
'26-Apr-2019 07:30:00',0,0
'26-Apr-2019 10:30:00',38,10.1875
'26-Apr-2019 13:30:00',202.125,28.0625
'26-Apr-2019 16:30:00',574.9375,68.0625
'26-Apr-2019 19:30:00',467.125,62.0625
'26-Apr-2019 22:30:00',100.375,23.3125
'27-Apr-2019 01:30:00',0,0
'27-Apr-2019 04:30:00',0,0
'27-Apr-2019 07:30:00',0,0
'27-Apr-2019 10:30:00',78.375,21.0625
'27-Apr-2019 13:30:00',461.5625,60.1875
'27-Apr-2019 16:30:00',967.6875,112.1875
'27-Apr-2019 19:30:00',617.1875,79.6875
'27-Apr-2019 22:30:00',71.6875,18.375
'28-Apr-2019 01:30:00',0,0
'28-Apr-2019 04:30:00',0,0
'28-Apr-2019 07:30:00',0,0
'28-Apr-2019 10:30:00',134.125,35.625
'28-Apr-2019 13:30:00',431.75,60.6875
'28-Apr-2019 16:30:00',281.6875,33.4375
'28-Apr-2019 19:30:00',171.75,22.75
'28-Apr-2019 22:30:00',51.6875,12.375
'29-Apr-2019 01:30:00',0,0
'29-Apr-2019 04:30:00',0,0
'29-Apr-2019 07:30:00',0,0
'29-Apr-2019 10:30:00',147.375,39.4375
'29-Apr-2019 13:30:00',708.875,95.375
'29-Apr-2019 16:30:00',984.0625,112.75
'29-Apr-2019 19:30:00',764.875,98.9375
'29-Apr-2019 22:30:00',206.25,47.9375
'30-Apr-2019 01:30:00',0,0
'30-Apr-2019 04:30:00',0,0
'30-Apr-2019 07:30:00',0,0
'30-Apr-2019 10:30:00',24.4375,6.5625
'30-Apr-2019 13:30:00',196.0625,26.6875
'30-Apr-2019 16:30:00',672.8125,78.3125
'30-Apr-2019 19:30:00',558.0625,71.5
'30-Apr-2019 22:30:00',140.3125,32.0625
'01-May-2019 01:30:00',0,0
'01-May-2019 04:30:00',0,0
'01-May-2019 07:30:00',0,0
'01-May-2019 10:30:00',99.1875,28.625
'01-May-2019 13:30:00',337.9375,46.0625
'01-May-2019 16:30:00',326.9375,38.625
'01-May-2019 19:30:00',322.8125,43
'01-May-2019 22:30:00',122.75,28.4375
'02-May-2019 01:30:00',0,0
'02-May-2019 04:30:00',0,0
'02-May-2019 07:30:00',0,0
'02-May-2019 10:30:00',127.875,34.6875
'02-May-2019 13:30:00',640.375,87.8125
'02-May-2019 16:30:00',841.4375,99
'02-May-2019 19:30:00',643.4375,84.875
'02-May-2019 22:30:00',179.4375,43.25
'03-May-2019 01:30:00',0,0
'03-May-2019 04:30:00',0,0
'03-May-2019 07:30:00',0,0
'03-May-2019 10:30:00',68.0625,17.8125
'03-May-2019 13:30:00',273.375,37.1875
'03-May-2019 16:30:00',408.3125,48.375
'03-May-2019 19:30:00',448.5625,60.25
'03-May-2019 22:30:00',209.0625,49.375
'04-May-2019 01:30:00',0,0
'04-May-2019 04:30:00',0,0
'04-May-2019 07:30:00',0,0
'04-May-2019 10:30:00',104.25,26.875
'04-May-2019 13:30:00',404.125,54.9375
'04-May-2019 16:30:00',435,51.8125
'04-May-2019 19:30:00',314.375,42
'04-May-2019 22:30:00',95.625,22.9375
'05-May-2019 01:30:00',0,0
'05-May-2019 04:30:00',0,0
'05-May-2019 07:30:00',0,0
'05-May-2019 10:30:00',35.6875,9.375
'05-May-2019 13:30:00',139.625,19.5625
'05-May-2019 16:30:00',212.4375,25.625
'05-May-2019 19:30:00',170.4375,23
'05-May-2019 22:30:00',58.0625,13.8125
'06-May-2019 01:30:00',0,0
'06-May-2019 04:30:00',0,0
'06-May-2019 07:30:00',0,0
'06-May-2019 10:30:00',103.625,24.9375
'06-May-2019 13:30:00',690.5625,94.0625
'06-May-2019 16:30:00',967.375,112.25
'06-May-2019 19:30:00',758.1875,97.875
'06-May-2019 22:30:00',229,53.1875
'07-May-2019 01:30:00',0,0
'07-May-2019 04:30:00',0,0
'07-May-2019 07:30:00',0,0
'07-May-2019 10:30:00',160,41.3125
'07-May-2019 13:30:00',694,93.75
'07-May-2019 16:30:00',960.9375,111.9375
'07-May-2019 19:30:00',754.0625,98.6875
'07-May-2019 22:30:00',226.8125,53.1875
'08-May-2019 01:30:00',0,0
'08-May-2019 04:30:00',0,0
'08-May-2019 07:30:00',0,0
'08-May-2019 10:30:00',123.9375,31
'08-May-2019 13:30:00',458.1875,60.5
'08-May-2019 16:30:00',955.75,110.9375
'08-May-2019 19:30:00',759.375,98
'08-May-2019 22:30:00',234.5,54.3125
'09-May-2019 01:30:00',0,0
'09-May-2019 04:30:00',0,0
'09-May-2019 07:30:00',0,0
'09-May-2019 10:30:00',167.4375,42.625
'09-May-2019 13:30:00',708.9375,93.875
'09-May-2019 16:30:00',976.0625,112.75
'09-May-2019 19:30:00',665.25,85.3125
'09-May-2019 22:30:00',134.125,30.375
'10-May-2019 01:30:00',0,0
'10-May-2019 04:30:00',0,0
'10-May-2019 07:30:00',0,0
'10-May-2019 10:30:00',68.1875,16.8125
'10-May-2019 13:30:00',444.9375,60.75
'10-May-2019 16:30:00',658.6875,76.625
'10-May-2019 19:30:00',449.125,57.0625
'10-May-2019 22:30:00',157.0625,36.25
'11-May-2019 01:30:00',0,0
'11-May-2019 04:30:00',0,0
'11-May-2019 07:30:00',0,0
'11-May-2019 10:30:00',126.9375,31.75
'11-May-2019 13:30:00',515.1875,66.5
'11-May-2019 16:30:00',958.75,110.9375
'11-May-2019 19:30:00',650.125,82.75
'11-May-2019 22:30:00',186.25,41.125
'12-May-2019 01:30:00',0,0
'12-May-2019 04:30:00',0,0
'12-May-2019 07:30:00',0,0
'12-May-2019 10:30:00',52.25,13.125
'12-May-2019 13:30:00',157.3125,21.6875
'12-May-2019 16:30:00',212.125,25.3125
'12-May-2019 19:30:00',168.3125,22.25
'12-May-2019 22:30:00',56.6875,13.3125
'13-May-2019 01:30:00',0,0
'13-May-2019 04:30:00',0,0
'13-May-2019 07:30:00',0,0
'13-May-2019 10:30:00',53.625,13.25
'13-May-2019 13:30:00',206.75,27.8125
'13-May-2019 16:30:00',198.3125,23.5625
'13-May-2019 19:30:00',167.0625,22.0625
'13-May-2019 22:30:00',35.25,8.4375
'14-May-2019 01:30:00',0,0
'14-May-2019 04:30:00',0,0
'14-May-2019 07:30:00',0,0
'14-May-2019 10:30:00',74.6875,18.0625
'14-May-2019 13:30:00',375.0625,49.25
'14-May-2019 16:30:00',547.4375,62.75
'14-May-2019 19:30:00',358.8125,45.5
'14-May-2019 22:30:00',68.1875,15.5
'15-May-2019 01:30:00',0,0
'15-May-2019 04:30:00',0,0
'15-May-2019 07:30:00',0,0
'15-May-2019 10:30:00',85.1875,20.4375
'15-May-2019 13:30:00',504.0625,65.75
'15-May-2019 16:30:00',914.875,104.75
'15-May-2019 19:30:00',547.8125,69.3125
'15-May-2019 22:30:00',167.875,38.5625
'16-May-2019 01:30:00',0,0
'16-May-2019 04:30:00',0,0
'16-May-2019 07:30:00',0,0
'16-May-2019 10:30:00',105.4375,26.1875
'16-May-2019 13:30:00',706.625,93.6875
'16-May-2019 16:30:00',981.9375,113.0625
'16-May-2019 19:30:00',779.5625,100.0625
'16-May-2019 22:30:00',251.375,57.125
'17-May-2019 01:30:00',0,0
'17-May-2019 04:30:00',0,0
'17-May-2019 07:30:00',0,0
'17-May-2019 10:30:00',92.1875,23.6875
'17-May-2019 13:30:00',185.625,24.75
'17-May-2019 16:30:00',391.75,45.75
'17-May-2019 19:30:00',456.25,59.25
'17-May-2019 22:30:00',156.5,37.8125
'18-May-2019 01:30:00',0,0
'18-May-2019 04:30:00',0,0
'18-May-2019 07:30:00',0,0
'18-May-2019 10:30:00',186.875,45.4375
'18-May-2019 13:30:00',739.5625,96.1875
'18-May-2019 16:30:00',996.75,112.9375
'18-May-2019 19:30:00',788.6875,99.875
'18-May-2019 22:30:00',253.5625,56.625
'19-May-2019 01:30:00',0,0
'19-May-2019 04:30:00',0,0
'19-May-2019 07:30:00',0,0
'19-May-2019 10:30:00',161.9375,40.5
'19-May-2019 13:30:00',568.4375,74.5625
'19-May-2019 16:30:00',744.0625,85.6875
'19-May-2019 19:30:00',513.1875,65.8125
'19-May-2019 22:30:00',220.8125,51.6875
'20-May-2019 01:30:00',0,0
'20-May-2019 04:30:00',0,0
'20-May-2019 07:30:00',0,0
'20-May-2019 10:30:00',148.375,35.5625
'20-May-2019 13:30:00',667.75,88.6875
'20-May-2019 16:30:00',953.6875,110.8125
'20-May-2019 19:30:00',766.4375,99.1875
