ResidualNitrateConcentration,NuptakeRate
0.203045685,7.920792079
0,15.84158416
0.203045685,23.76237624
1.218274112,33.66336634
1.218274112,46.53465347
3.45177665,61.88118812
3.248730964,68.31683168
11.16751269,108.9108911
8.527918782,124.2574257
4.670050761,123.2673267
21.31979695,156.9306931
27.6142132,148.5148515
59.69543147,171.7821782
64.97461929,148.5148515
74.72081218,128.7128713
