ResidualNitrateConcentration,NuptakeRate
0.904977376,19.09868246
0.542986425,30.1300905
0.36199095,44.68991216
1.266968326,47.77315677
1.990950226,56.15151717
3.619909502,61.43665158
4.343891403,72.02089433
4.343891403,77.75618845
6.696832579,100.2432127
11.94570136,112.5672079
8.50678733,145.2332313
20.09049774,164.1399388
27.33031674,183.0706015
59.00452489,156.8665158
64.25339367,192.1316875
