ResidualNitrateConcentration,NuptakeRate
0.812182741,1.485148515
1.421319797,18.81188119
2.842639594,24.25742574
2.842639594,30.1980198
6.497461929,46.53465347
1.218274112,50.4950495
2.030456853,58.41584158
8.324873096,57.92079208
1.827411168,9.900990099
3.654822335,35.64356436
13.40101523,81.18811881
17.66497462,88.11881188
36.95431472,74.75247525
34.5177665,89.6039604
38.17258883,96.53465347
76.95431472,77.22772277
72.89340102,80.1980198
